Employee_ID,Job_Title,Department,Years_Experience,Performance_Tier,Annual_Salary_USD
EMP-45595,SOFTWARE ENGINEER,Engineering,8.0,Level-2 (Medium),36224.712526577176
EMP-78856,data analyst,Engineering,8.0,Level-2 (Medium),123884.77150714352
EMP-88165,software engineer,Engineering,1.0,Level-2 (Medium),119910.13342123828
EMP-90831,Software Engineer,N/A,5.0,Level-2 (Medium),135316.4715920682
EMP-43311,Project Manager,Marketing,99.0,Level-3 (High),36090.412921918556
EMP-96238,SOFTWARE ENGINEER,Finance,5.0,Level-1 (Low),115912.2185493483
EMP-65412,software engineer,Finance,5.0,MISSING,123305.04380015106
EMP-86335,Project Manager,Finance,,Level-2 (Medium),87000.57409390944
EMP-49862,  Manager  ,Engineering,5.0,Level-1 (Low),139113.92933537334
EMP-61986,Software Engineer,Finance,8.0,Level-1 (Low),112463.87279822941
EMP-99143,Project Manager,Marketing,3.0,Level-1 (Low),132925.09558923735
EMP-40129,  Manager  ,Engineering,3.0,MISSING,31932.177992806228
EMP-43785,data analyst,Engineering,3.0,Level-3 (High),101753.16010454102
EMP-30604,software engineer,Engineering,3.0,Level-2 (Medium),92128.47580469139
EMP-18862,  Manager  ,Engineering,5.0,Level-1 (Low),76975.17510850266
EMP-74756,software engineer,Engineering,12.0,MISSING,43377.07685266912
EMP-15229,software engineer,Marketing,8.0,Level-3 (High),157136.81773135843
EMP-19661,Software Engineer,Human Resources,35.0,Level-1 (Low),54104.34598739966
EMP-95502,software engineer,Engineering,35.0,Level-2 (Medium),58954.50365516618
EMP-30917,Data Analyst,Engineering,,Level-1 (Low),155746.32900610578
EMP-80930,Data Analyst,Engineering,3.0,Level-3 (High),45961.32949433618
EMP-45849,SOFTWARE ENGINEER,Human Resources,3.0,Level-2 (Medium),60678.64778057819
EMP-78122,software engineer,Marketing,8.0,Level-3 (High),28048.660658415924
EMP-17388,Software Engineer,Engineering,1.0,Level-2 (Medium),104658.30616116429
EMP-81141,data analyst,Human Resources,35.0,Level-2 (Medium),62018.1681969504
EMP-42930,Data Analyst,Finance,5.0,Level-2 (Medium),64130.468185192665
EMP-38665,software engineer,N/A,8.0,MISSING,64579.49283614461
EMP-71521,Project Manager,Finance,5.0,Level-1 (Low),112174.08553190074
EMP-23032,software engineer,Engineering,,Level-1 (Low),138350.31217116295
EMP-16513,Project Manager,Marketing,8.0,Level-2 (Medium),156045.79270485594
EMP-43827,Data Analyst,Engineering,,Level-1 (Low),60324.784513100676
EMP-92474,,Engineering,3.0,MISSING,
EMP-81498,data analyst,Human Resources,5.0,Level-2 (Medium),140810.79113199166
EMP-65034,Data Analyst,Engineering,5.0,Level-1 (Low),148400.57342929585
EMP-22557,Software Engineer,Engineering,8.0,Level-1 (Low),28212.98528029299
EMP-80890,software engineer,Marketing,8.0,Level-1 (Low),116490.29616177715
EMP-94581,Data Analyst,Engineering,5.0,Level-1 (Low),62560.489743371225
EMP-53476,Data Analyst,Engineering,3.0,Level-1 (Low),184061.8567363244
EMP-95752,software engineer,Human Resources,12.0,Level-1 (Low),39605.300559332085
EMP-31630,Project Manager,Finance,12.0,Level-2 (Medium),81213.70902614042
EMP-47438,Project Manager,Marketing,5.0,Level-3 (High),67683.08876766163
EMP-59896,Data Analyst,Marketing,3.0,Level-2 (Medium),59360.58660752515
EMP-33256,,Engineering,3.0,Level-1 (Low),
EMP-71540,software engineer,Marketing,12.0,Level-1 (Low),165750.2297293043
EMP-21920,software engineer,Human Resources,,MISSING,135920.34758593957
EMP-82498,,Engineering,,MISSING,
EMP-66874,,Marketing,1.0,Level-2 (Medium),
EMP-75977,software engineer,Engineering,3.0,Level-1 (Low),45694.36432981187
EMP-58103,Data Analyst,Marketing,12.0,Level-2 (Medium),61237.483388964174
EMP-11358,software engineer,N/A,3.0,Level-2 (Medium),137925.93696600047
EMP-47188,software engineer,Engineering,,Level-2 (Medium),52019.15729717689
EMP-57067,Data Analyst,Marketing,12.0,Level-2 (Medium),62882.4877513601
EMP-75669,software engineer,N/A,1.0,Level-2 (Medium),128062.19180717674
EMP-10589,Data Analyst,Finance,8.0,Level-2 (Medium),168863.002695459
EMP-64091,SOFTWARE ENGINEER,Engineering,35.0,Level-2 (Medium),30913.587351518607
EMP-47206,software engineer,Engineering,12.0,Level-2 (Medium),65113.43702884524
EMP-98969,data analyst,Finance,5.0,MISSING,127820.9145714015
EMP-77781,data analyst,Engineering,35.0,Level-2 (Medium),182618.76340637114
EMP-16164,software engineer,Engineering,1.0,Level-2 (Medium),79323.58135618514
EMP-68608,software engineer,Finance,5.0,Level-2 (Medium),96763.83062938953
EMP-29009,software engineer,Finance,3.0,Level-2 (Medium),139199.40268548008
EMP-88596,SOFTWARE ENGINEER,Marketing,,Level-2 (Medium),116370.50440494696
EMP-54808,UNKNOWN,N/A,8.0,Level-3 (High),31229.656139709885
EMP-65417,UNKNOWN,Marketing,8.0,Level-2 (Medium),80443.69710749647
EMP-86881,Project Manager,Engineering,5.0,Level-2 (Medium),145256.9942675135
EMP-75277,Software Engineer,Engineering,8.0,MISSING,146726.50464359083
EMP-83746,data analyst,Finance,5.0,Level-2 (Medium),93254.71509176235
EMP-66408,Software Engineer,Marketing,1.0,Level-3 (High),58775.9434343295
EMP-99681,Data Analyst,Engineering,99.0,Level-3 (High),116703.95631531192
EMP-91897,data analyst,Marketing,,Level-2 (Medium),75412.17715465667
EMP-89941,  Manager  ,Marketing,3.0,Level-2 (Medium),75987.2247939058
EMP-95816,Project Manager,Engineering,3.0,Level-1 (Low),154777.58406921045
EMP-45096,  Manager  ,Finance,3.0,MISSING,70954.87670387125
EMP-70427,software engineer,Marketing,1.0,Level-2 (Medium),49375.30402678542
EMP-60353,data analyst,Marketing,3.0,Level-2 (Medium),38746.28157698859
EMP-45193,Data Analyst,Finance,3.0,Level-3 (High),143495.24283352675
EMP-85147,  Manager  ,Engineering,1.0,Level-3 (High),120984.30188407688
EMP-25614,SOFTWARE ENGINEER,Engineering,35.0,Level-2 (Medium),170899.87260794392
EMP-82437,  Manager  ,Marketing,35.0,MISSING,178727.50675920022
EMP-62515,Software Engineer,Marketing,3.0,Level-2 (Medium),150448.60672177805
EMP-63687,data analyst,Engineering,,Level-2 (Medium),162184.5904125219
EMP-63785,Software Engineer,Human Resources,3.0,Level-3 (High),62937.77335448542
EMP-24587,software engineer,Finance,35.0,Level-2 (Medium),176120.43770329223
EMP-30916,data analyst,Marketing,3.0,Level-2 (Medium),129403.93264037986
EMP-91867,Software Engineer,Engineering,-2.0,Level-1 (Low),182020.48690730426
EMP-50662,Software Engineer,Finance,3.0,Level-1 (Low),58626.68317886458
EMP-67350,software engineer,Engineering,5.0,Level-1 (Low),48962.050386438175
EMP-53810,software engineer,Engineering,8.0,Level-2 (Medium),73128.63206358583
EMP-89676,data analyst,Engineering,12.0,Level-2 (Medium),116120.72936588118
EMP-98624,software engineer,Finance,3.0,Level-2 (Medium),177847.44266893424
EMP-50975,software engineer,N/A,5.0,Level-2 (Medium),48306.26309086579
EMP-39145,Project Manager,Human Resources,8.0,Level-1 (Low),136533.1551014432
EMP-18174,software engineer,Human Resources,35.0,Level-2 (Medium),39617.52864209242
EMP-98409,Project Manager,Engineering,1.0,Level-2 (Medium),152304.022175121
EMP-14223,Data Analyst,Marketing,,Level-3 (High),65683.33777080584
EMP-12886,Software Engineer,Human Resources,3.0,Level-3 (High),159238.0788501598
EMP-40688,UNKNOWN,Finance,12.0,Level-2 (Medium),92271.25725549982
EMP-17382,Project Manager,Marketing,8.0,Level-2 (Medium),121073.66994651649
EMP-64853,data analyst,Human Resources,5.0,MISSING,117403.98590324908
EMP-14525,SOFTWARE ENGINEER,Engineering,8.0,Level-2 (Medium),178380.96510668687
EMP-87487,Project Manager,N/A,3.0,Level-2 (Medium),155241.40068401882
EMP-36143,data analyst,Human Resources,3.0,Level-2 (Medium),59845.83173063319
EMP-85342,Project Manager,Finance,5.0,Level-1 (Low),120543.29817685296
EMP-31479,,Engineering,,Level-3 (High),
EMP-75118,Software Engineer,Engineering,1.0,Level-2 (Medium),42340.07807266023
EMP-54871,data analyst,Engineering,3.0,Level-2 (Medium),70489.56100710836
EMP-29123,Project Manager,Engineering,35.0,Level-2 (Medium),33481.155751710096
EMP-17472,Data Analyst,Marketing,3.0,Level-1 (Low),99260.39573245034
EMP-53724,Project Manager,Marketing,12.0,Level-1 (Low),59050.949914599114
EMP-41592,SOFTWARE ENGINEER,Engineering,1.0,Level-1 (Low),76794.75924718888
EMP-85704,Software Engineer,Finance,5.0,Level-2 (Medium),110800.08770264915
EMP-42494,Data Analyst,Engineering,8.0,Level-2 (Medium),163853.60106277151
EMP-26021,Software Engineer,Engineering,-2.0,Level-2 (Medium),102013.84944563756
EMP-61363,UNKNOWN,Engineering,1.0,Level-2 (Medium),65457.62725645556
EMP-38310,Project Manager,Finance,12.0,Level-2 (Medium),92388.31316884943
EMP-84393,Software Engineer,Engineering,8.0,Level-1 (Low),168881.69276256673
EMP-33778,data analyst,Human Resources,1.0,Level-2 (Medium),115168.23849063623
EMP-11708,,Finance,3.0,Level-2 (Medium),
EMP-96646,software engineer,Marketing,,Level-3 (High),30221.033489442045
EMP-60658,Software Engineer,N/A,8.0,Level-2 (Medium),95213.18954381028
EMP-79201,Software Engineer,Human Resources,,Level-3 (High),147689.75010752562
EMP-25496,Software Engineer,Human Resources,8.0,Level-2 (Medium),84218.86838309615
EMP-28893,Project Manager,Human Resources,8.0,Level-2 (Medium),25035.037844453374
EMP-22704,  Manager  ,Marketing,3.0,Level-1 (Low),184204.12514516094
EMP-80515,Software Engineer,Marketing,1.0,Level-2 (Medium),154246.1008128801
EMP-79813,data analyst,Marketing,3.0,Level-3 (High),39059.86327533892
EMP-89074,Data Analyst,Engineering,5.0,Level-1 (Low),178775.86947116873
EMP-75963,Software Engineer,Human Resources,1.0,MISSING,126802.05326932829
EMP-20980,Software Engineer,Engineering,1.0,Level-3 (High),38835.63895832507
EMP-72960,,N/A,35.0,Level-2 (Medium),
EMP-37855,software engineer,Engineering,3.0,Level-2 (Medium),179364.6054418701
EMP-40885,Software Engineer,Engineering,3.0,Level-1 (Low),138039.9780654595
EMP-16054,SOFTWARE ENGINEER,Human Resources,3.0,MISSING,90256.28069967628
EMP-26054,software engineer,Engineering,12.0,Level-3 (High),180762.84431602323
EMP-52329,Software Engineer,Marketing,,Level-2 (Medium),137221.04381772078
EMP-28115,  Manager  ,Human Resources,12.0,Level-3 (High),85362.68343071674
EMP-46882,Software Engineer,Marketing,3.0,Level-2 (Medium),163903.30808082293
EMP-58610,Software Engineer,Marketing,1.0,Level-1 (Low),114549.76995590224
EMP-16893,  Manager  ,Marketing,3.0,Level-3 (High),103093.50848705102
EMP-77910,UNKNOWN,Finance,5.0,Level-2 (Medium),91662.7301699069
EMP-29708,Data Analyst,Marketing,5.0,Level-1 (Low),159831.07703024466
EMP-44387,UNKNOWN,Human Resources,5.0,Level-2 (Medium),49493.77628058365
EMP-68443,Data Analyst,Human Resources,8.0,Level-3 (High),34725.885185211446
EMP-35722,data analyst,Finance,5.0,MISSING,52048.31809123817
EMP-96370,Software Engineer,Engineering,3.0,Level-1 (Low),92312.21227919876
EMP-89741,data analyst,Human Resources,12.0,Level-2 (Medium),100256.08679328405
EMP-23904,Software Engineer,Finance,8.0,Level-1 (Low),96948.9220078139
EMP-43797,Data Analyst,Finance,5.0,Level-2 (Medium),165763.49047079057
EMP-94932,Data Analyst,Finance,5.0,Level-1 (Low),55384.453617153384
EMP-44920,,Finance,12.0,Level-1 (Low),
EMP-90485,software engineer,Finance,1.0,Level-1 (Low),31274.05944537621
EMP-31720,Software Engineer,Engineering,35.0,Level-1 (Low),138486.37501244067
EMP-40988,UNKNOWN,Human Resources,5.0,Level-3 (High),57636.45548119587
EMP-62490,Software Engineer,Engineering,35.0,MISSING,131731.59004474725
EMP-53371,Data Analyst,N/A,5.0,Level-2 (Medium),60147.2287835081
EMP-22609,data analyst,N/A,3.0,MISSING,71936.03644852724
EMP-42939,Project Manager,Engineering,,Level-2 (Medium),148833.0414649942
EMP-12035,Software Engineer,Finance,3.0,Level-3 (High),52376.025030351484
EMP-93107,  Manager  ,Marketing,8.0,Level-3 (High),69600.57096272412
EMP-31514,software engineer,Engineering,1.0,Level-1 (Low),120085.80733524372
EMP-32632,SOFTWARE ENGINEER,Engineering,,Level-2 (Medium),126574.02538839322
EMP-57514,Software Engineer,Engineering,5.0,Level-2 (Medium),75307.33822961645
EMP-42841,Software Engineer,Engineering,5.0,Level-3 (High),110402.57151956364
EMP-91128,Project Manager,Human Resources,8.0,Level-1 (Low),46881.51859864078
EMP-51846,  Manager  ,Finance,3.0,Level-2 (Medium),99379.90838194443
EMP-91233,Data Analyst,Engineering,8.0,Level-2 (Medium),50602.82156411656
EMP-40766,software engineer,Marketing,8.0,Level-1 (Low),99280.9835572669
EMP-57207,Data Analyst,Engineering,35.0,Level-3 (High),79721.82258901892
EMP-60557,Software Engineer,Human Resources,1.0,Level-2 (Medium),152949.34026847366
EMP-29930,software engineer,Marketing,5.0,Level-3 (High),159639.74930362726
EMP-73007,Data Analyst,Finance,,Level-2 (Medium),53669.501595297574
EMP-96360,data analyst,Finance,5.0,Level-2 (Medium),142931.96847420064
EMP-80372,Data Analyst,Human Resources,5.0,Level-2 (Medium),124010.29138694853
EMP-36022,software engineer,Marketing,3.0,Level-2 (Medium),79902.85845158671
EMP-14359,,Finance,5.0,Level-2 (Medium),
EMP-67546,Software Engineer,Engineering,5.0,Level-3 (High),82377.85208566961
EMP-23786,software engineer,Engineering,5.0,Level-3 (High),138847.65357667516
EMP-89746,Software Engineer,Human Resources,8.0,Level-2 (Medium),178052.76368930005
EMP-41785,Data Analyst,Marketing,35.0,Level-2 (Medium),118666.73652530168
EMP-48729,Project Manager,Finance,5.0,Level-2 (Medium),97976.02849588712
EMP-77652,data analyst,Finance,5.0,Level-2 (Medium),96653.75631733202
EMP-19501,SOFTWARE ENGINEER,Marketing,12.0,MISSING,184747.4180356477
EMP-62267,software engineer,Human Resources,5.0,Level-1 (Low),37198.483431283385
EMP-78326,software engineer,Engineering,12.0,Level-3 (High),62369.25925302989
EMP-93983,Data Analyst,Human Resources,3.0,Level-3 (High),32455.626156427756
EMP-93264,Data Analyst,Human Resources,5.0,Level-3 (High),122060.19395811658
EMP-16729,SOFTWARE ENGINEER,Human Resources,5.0,Level-2 (Medium),110462.82654872218
EMP-70243,UNKNOWN,N/A,3.0,Level-2 (Medium),58307.224656053266
EMP-83439,UNKNOWN,Finance,,Level-3 (High),155340.72924134383
EMP-95013,Software Engineer,N/A,5.0,Level-2 (Medium),63627.10834204018
EMP-90330,software engineer,Finance,1.0,MISSING,177283.90432855993
EMP-52476,software engineer,Finance,12.0,Level-3 (High),29685.91053794892
EMP-14679,software engineer,Engineering,1.0,Level-2 (Medium),154399.94834011194
EMP-87178,Software Engineer,Engineering,5.0,Level-1 (Low),69942.25685454713
EMP-63277,Software Engineer,Engineering,5.0,Level-2 (Medium),151181.30242716795
EMP-87781,UNKNOWN,Engineering,1.0,Level-1 (Low),66270.53446402984
EMP-78982,Project Manager,Engineering,1.0,Level-3 (High),127349.69733145348
EMP-15426,Data Analyst,Marketing,5.0,Level-3 (High),133416.63303794432
EMP-98494,software engineer,Engineering,5.0,Level-1 (Low),173236.43761330287
EMP-41030,Software Engineer,Human Resources,3.0,Level-1 (Low),166681.84885101762
EMP-49332,software engineer,Human Resources,1.0,Level-1 (Low),147889.81200120563
EMP-39908,Software Engineer,Finance,,Level-2 (Medium),82275.12589168054
EMP-50025,Data Analyst,Human Resources,5.0,Level-1 (Low),25073.651002227885
EMP-75944,Software Engineer,Engineering,8.0,Level-1 (Low),148220.40779305532
EMP-68672,data analyst,Human Resources,5.0,Level-1 (Low),181996.2516736986
EMP-11688,software engineer,Engineering,1.0,Level-3 (High),141236.78635380123
EMP-96594,Data Analyst,Marketing,8.0,Level-3 (High),168393.5760328604
EMP-23586,Data Analyst,Marketing,1.0,Level-3 (High),97200.24155170593
EMP-50883,SOFTWARE ENGINEER,Marketing,5.0,Level-2 (Medium),175731.0913260581
EMP-77480,software engineer,Finance,5.0,Level-1 (Low),127261.0105918673
EMP-54906,,Finance,8.0,Level-2 (Medium),
EMP-65142,,Human Resources,3.0,Level-1 (Low),
EMP-39180,SOFTWARE ENGINEER,Human Resources,,Level-3 (High),150112.5323632034
EMP-39747,,N/A,8.0,Level-3 (High),
EMP-88875,Software Engineer,Human Resources,3.0,Level-2 (Medium),52831.948896458554
EMP-74246,Data Analyst,Engineering,,Level-2 (Medium),180673.93762782367
EMP-24330,Project Manager,Engineering,3.0,Level-2 (Medium),30392.83007816902
EMP-47634,SOFTWARE ENGINEER,Finance,35.0,Level-1 (Low),75973.85504867812
EMP-57442,data analyst,Finance,8.0,Level-2 (Medium),176887.44593705103
EMP-74970,data analyst,Finance,5.0,Level-2 (Medium),27169.873932220093
EMP-18786,software engineer,Human Resources,5.0,Level-1 (Low),146342.9268344263
EMP-55819,SOFTWARE ENGINEER,Engineering,,Level-3 (High),128231.41324341323
EMP-91669,software engineer,Marketing,8.0,MISSING,33810.2064448845
EMP-41312,SOFTWARE ENGINEER,Engineering,5.0,Level-1 (Low),153921.6371666314
EMP-11679,Software Engineer,Engineering,5.0,Level-1 (Low),161948.88297958332
EMP-53688,data analyst,Engineering,,Level-1 (Low),50163.49255104276
EMP-52498,software engineer,Engineering,3.0,Level-3 (High),68047.12391566456
EMP-88265,Project Manager,Human Resources,3.0,Level-3 (High),128043.39485014585
EMP-25740,SOFTWARE ENGINEER,Finance,1.0,Level-1 (Low),28356.590710194956
EMP-13303,Data Analyst,Marketing,1.0,Level-2 (Medium),99328.58298519022
EMP-50776,UNKNOWN,Finance,35.0,Level-1 (Low),55809.06001399967
EMP-70777,software engineer,Marketing,12.0,Level-2 (Medium),127312.08649440773
EMP-26409,Data Analyst,Engineering,12.0,Level-2 (Medium),112367.0817799317
EMP-91944,  Manager  ,Human Resources,12.0,Level-2 (Medium),155876.80839367
EMP-38958,data analyst,Engineering,,Level-3 (High),87935.88854524565
EMP-97723,  Manager  ,Human Resources,99.0,Level-2 (Medium),158592.32614869016
EMP-32243,  Manager  ,Marketing,8.0,Level-2 (Medium),121870.61027675185
EMP-28856,Software Engineer,Finance,1.0,Level-3 (High),176924.92451646648
EMP-96480,Data Analyst,Engineering,3.0,Level-2 (Medium),155655.45361389115
EMP-57479,software engineer,Engineering,3.0,Level-1 (Low),107433.04486581986
EMP-58999,UNKNOWN,Finance,3.0,Level-1 (Low),49973.33664158653
EMP-12142,software engineer,Engineering,3.0,Level-2 (Medium),179327.08226667595
EMP-72632,Data Analyst,Finance,8.0,Level-3 (High),32856.48849020413
EMP-95641,software engineer,Engineering,5.0,Level-2 (Medium),54891.50001799288
EMP-82889,software engineer,Finance,99.0,Level-3 (High),118725.85881596802
EMP-30805,Project Manager,Human Resources,8.0,Level-2 (Medium),131292.13630672533
EMP-41148,,Marketing,3.0,Level-2 (Medium),
EMP-89672,Software Engineer,Finance,8.0,Level-1 (Low),54798.206760009336
EMP-14455,Software Engineer,Marketing,3.0,Level-2 (Medium),81949.12776187675
EMP-42955,,Human Resources,,Level-3 (High),
EMP-25941,Software Engineer,Engineering,5.0,Level-2 (Medium),114371.65848730045
EMP-59832,Software Engineer,Human Resources,1.0,Level-1 (Low),177616.52870275176
EMP-83022,software engineer,Marketing,5.0,Level-2 (Medium),25653.56860954914
EMP-34905,data analyst,Finance,8.0,Level-1 (Low),138609.00281504312
EMP-71609,Data Analyst,Human Resources,3.0,Level-2 (Medium),102592.1129021705
EMP-87012,Project Manager,Finance,3.0,Level-3 (High),161145.59121140308
EMP-40220,software engineer,Engineering,8.0,Level-1 (Low),181774.734806396
EMP-27761,Project Manager,Human Resources,3.0,Level-2 (Medium),176470.88228511804
EMP-67152,SOFTWARE ENGINEER,Finance,1.0,Level-2 (Medium),83671.15856154996
EMP-31313,  Manager  ,Marketing,3.0,Level-1 (Low),149125.24862835841
EMP-89937,Software Engineer,Engineering,35.0,Level-2 (Medium),87980.30117277984
EMP-43912,Data Analyst,Marketing,35.0,MISSING,184347.16853171863
EMP-63220,software engineer,Engineering,-2.0,Level-2 (Medium),174106.2829062401
EMP-47321,SOFTWARE ENGINEER,Finance,12.0,Level-2 (Medium),101689.93425781591
EMP-48597,Data Analyst,Finance,5.0,Level-2 (Medium),106061.60750089386
EMP-99109,SOFTWARE ENGINEER,Human Resources,,Level-2 (Medium),64604.17770998145
EMP-50095,Project Manager,Engineering,5.0,Level-2 (Medium),178125.4382646534
